customer_id,internet_service,phone,multiple,online_security,online_backup,device_protection,tech_support
G583212,Fiber Optic,1,0,0,1,1,0
G584592,DSL,1,0,0,0,0,0
G588673,None,1,1,0,0,1,0
G590799,DSL,1,0,1,1,1,1
G591541,Fiber Optic,1,0,0,1,0,1
G59211,Fiber Optic,1,0,0,1,1,0
G595300,Fiber Optic,1,0,0,1,0,0
G598131,DSL,1,0,1,0,1,0
G605184,Fiber Optic,1,1,1,0,0,1
G608721,Fiber Optic,1,0,1,1,0,0
G610690,DSL,1,0,0,1,1,0
G616093,Fiber Optic,0,1,0,0,0,0
G623098,DSL,1,0,0,0,0,0
G627048,Fiber Optic,1,1,1,1,0,0
G629174,Fiber Optic,1,0,0,0,0,1
G631493,DSL,1,0,0,1,1,0
G632313,Fiber Optic,1,1,0,1,1,0
G633258,DSL,1,1,0,0,0,0
G642581,DSL,1,0,0,1,0,0
G647110,None,1,1,0,0,0,1
G64810,None,1,1,0,1,1,1
G650313,None,1,1,0,0,1,0
G650321,DSL,1,1,0,1,0,0
G651788,Fiber Optic,1,0,0,0,1,0
G655070,DSL,0,0,0,1,1,0
G661518,None,1,0,0,0,0,0
G668616,Fiber Optic,1,1,0,1,1,1
G670932,DSL,1,1,0,1,0,0
G670980,None,1,1,1,1,1,0
G671583,Fiber Optic,1,1,0,0,0,1
G67438,Fiber Optic,1,0,0,1,0,0
G676884,Fiber Optic,1,1,0,1,1,1
G678658,None,1,1,0,1,0,0
G678901,Fiber Optic,1,0,0,1,0,0
G680326,Fiber Optic,1,0,1,1,0,0
G68954,Fiber Optic,1,0,0,1,0,1
G692468,Fiber Optic,1,0,0,0,1,1
G695985,Fiber Optic,1,1,0,0,1,0
G696221,Fiber Optic,0,0,0,1,0,0
G699718,None,1,0,1,0,1,0
G700859,DSL,1,0,0,0,0,0
G705750,Fiber Optic,1,1,0,1,0,0
G706993,None,1,0,1,1,0,1
G707517,None,0,1,0,1,1,0
G709630,DSL,1,0,1,1,0,0
G715462,Fiber Optic,1,1,0,1,1,1
G721287,Fiber Optic,1,1,0,0,1,0
G72246,None,1,1,0,1,0,0
G72948,None,1,0,0,1,0,0
G730072,None,1,0,0,1,0,0
G730827,DSL,1,1,1,1,0,0
G733851,DSL,1,1,0,1,0,1
G734993,DSL,1,0,0,1,0,1
G73581,DSL,1,0,0,0,0,0
G73603,Fiber Optic,1,0,0,0,0,1
G736869,Fiber Optic,1,0,0,0,1,0
G740292,Fiber Optic,1,0,0,1,1,0
G742125,Fiber Optic,1,0,1,0,1,0
G745212,None,1,1,0,0,1,0
G752725,Fiber Optic,1,0,0,0,1,0
G753886,DSL,1,1,0,1,1,1
G755151,Fiber Optic,1,1,0,0,1,0
G756797,None,1,0,0,1,0,0
G759279,DSL,1,0,0,1,1,0
G761551,Fiber Optic,1,0,0,1,0,0
G761865,Fiber Optic,1,1,1,1,1,0
G763681,Fiber Optic,0,0,1,0,0,0
G763971,Fiber Optic,1,0,0,0,0,1
G769178,Fiber Optic,1,0,0,0,0,1
G775790,DSL,1,1,0,0,0,0
G777381,None,1,1,0,0,1,0
G779348,None,1,0,0,0,1,0
G779745,DSL,1,0,1,0,1,0
G786082,Fiber Optic,1,0,0,1,0,0
G793552,None,1,0,1,1,1,1
G794930,None,1,0,1,1,0,0
G795070,Fiber Optic,1,1,0,0,0,0
G798762,DSL,1,0,0,1,1,0
G799295,Fiber Optic,1,1,1,0,0,0
G799648,DSL,1,1,1,1,0,0
G799664,DSL,1,0,1,1,0,0
G805398,Fiber Optic,1,0,0,1,1,0
G813506,None,1,0,0,0,0,1
G820541,Fiber Optic,1,1,0,1,0,0
G824974,Fiber Optic,1,0,0,0,0,0
G827935,None,1,1,0,0,1,1
G837666,None,1,0,0,0,1,1
G838188,Fiber Optic,1,0,0,0,0,0
G838916,None,1,0,1,1,0,0
G842176,None,1,0,0,1,0,1
G851411,Fiber Optic,1,0,1,0,0,0
G851746,DSL,1,1,0,1,0,0
G854983,Fiber Optic,1,0,0,0,0,1
G856109,DSL,1,1,1,0,1,1
G861521,Fiber Optic,1,1,0,1,1,0
G862093,DSL,1,0,1,0,0,0
G863758,Fiber Optic,1,0,1,0,0,0
G864744,DSL,1,0,1,1,1,0
G864898,Fiber Optic,1,0,1,1,0,0
G868055,DSL,1,1,0,0,1,0
G868770,None,0,1,0,0,1,0
G869245,Fiber Optic,1,0,0,0,0,1
G873962,DSL,1,1,1,0,1,0
G879772,Fiber Optic,1,0,1,1,1,0
G879941,Fiber Optic,1,0,1,0,0,1
G88174,Fiber Optic,1,1,1,1,0,0
G885667,DSL,0,1,0,0,0,0
G885904,None,1,1,0,1,1,1
G88929,None,1,1,0,0,0,1
G890475,Fiber Optic,1,1,0,1,0,1
G89397,DSL,0,1,1,1,0,1
G896541,Fiber Optic,1,0,0,0,1,0
G897228,DSL,1,1,1,1,0,0
G898600,Fiber Optic,1,0,1,1,1,1
G898919,DSL,0,0,0,1,0,0
G902299,Fiber Optic,1,1,0,1,0,0
G906721,Fiber Optic,1,1,0,1,1,0
G912511,DSL,1,0,1,1,0,1
G912657,Fiber Optic,1,1,0,1,0,0
G914245,Fiber Optic,1,1,0,0,1,1
G914703,Fiber Optic,0,1,1,1,0,0
G916269,None,1,0,0,0,1,0
G916594,DSL,1,1,1,1,1,0
G920737,DSL,1,1,0,1,1,0
G922869,DSL,1,1,0,1,0,0
G924265,DSL,1,0,1,1,0,0
G924469,DSL,1,1,0,1,0,0
G92465,DSL,1,0,0,0,1,1
G927101,Fiber Optic,1,1,1,0,1,0
G932654,Fiber Optic,1,0,0,1,0,0
G932741,Fiber Optic,1,1,0,0,1,0
G932953,Fiber Optic,1,0,1,0,0,1
G933624,DSL,1,0,1,1,0,1
G934557,Fiber Optic,1,0,0,1,0,1
G938547,Fiber Optic,1,0,0,0,1,0
G939272,None,1,0,0,0,0,1
G939750,Fiber Optic,1,0,0,1,0,0
G941019,DSL,1,1,0,0,0,1
G944076,DSL,1,0,1,1,0,0
G944376,DSL,1,1,0,1,1,0
G945520,Fiber Optic,1,0,0,0,0,1
G946463,Fiber Optic,1,0,1,1,1,0
G947589,Fiber Optic,1,1,0,0,1,1
G948882,None,1,1,1,0,0,1
G953447,DSL,1,1,1,1,1,1
G954272,Fiber Optic,1,0,0,1,1,0
G954415,Fiber Optic,1,0,0,0,0,0
G954666,Fiber Optic,1,0,1,1,1,0
G956439,DSL,1,1,0,0,0,1
G957553,Fiber Optic,1,1,0,0,0,0
G95859,DSL,1,1,0,0,1,0
G962546,Fiber Optic,1,1,0,0,1,0
G963411,Fiber Optic,1,0,0,1,0,0
G966744,DSL,1,1,0,0,1,0
G972214,DSL,1,0,0,1,0,1
G973898,None,1,0,0,1,1,0
G975600,DSL,1,1,0,1,0,1
G97647,DSL,1,1,0,1,0,0
G977357,None,1,0,0,1,0,0
G987231,None,1,0,0,1,0,1
G988623,None,1,0,0,1,0,0
G991106,None,1,1,0,0,0,1
G991474,Fiber Optic,1,0,1,1,0,0
G991506,DSL,1,0,0,0,0,0
G991685,None,1,1,0,0,0,0
G992361,DSL,1,0,0,0,0,0
G99438,DSL,1,1,1,0,1,1
G999447,DSL,1,0,1,0,1,0
G999732,Fiber Optic,1,0,1,0,0,0
H01215,DSL,1,0,0,0,1,0
H02721,None,1,1,1,0,1,0
H05636,Fiber Optic,1,1,0,1,0,1
H08927,Fiber Optic,1,0,0,1,0,0
H100331,Fiber Optic,0,1,0,1,1,1
H100341,Fiber Optic,1,1,0,1,0,1
H10198,DSL,1,1,0,0,0,0
H103547,DSL,1,1,0,0,0,1
H104068,Fiber Optic,1,0,1,0,0,0
H104879,Fiber Optic,1,1,0,1,1,1
H10521,DSL,1,1,0,1,1,1
H106495,None,0,1,1,0,0,1
H107535,DSL,1,1,0,1,0,1
H108393,Fiber Optic,1,1,0,1,0,1
H108397,DSL,1,1,0,1,0,0
H111089,None,1,0,1,0,1,1
H113074,None,1,0,0,1,1,0
H113197,DSL,1,0,0,0,0,1
H113239,None,1,1,1,1,0,0
H114965,DSL,1,0,1,0,1,1
H118911,DSL,1,1,1,0,0,0
H126929,DSL,1,1,0,0,0,0
H130516,None,1,0,0,1,0,1
H131682,Fiber Optic,1,1,1,1,0,0
H134108,DSL,1,1,0,0,1,0
H134577,Fiber Optic,1,0,0,0,1,0
H145896,None,1,1,0,1,0,0
H146363,None,0,0,1,0,1,0
H148227,Fiber Optic,1,0,0,1,1,1
H151913,DSL,1,1,0,0,1,1
H153597,None,1,0,0,1,0,1
H153949,Fiber Optic,1,1,1,0,0,0
H154358,Fiber Optic,1,0,1,0,0,0
H155905,DSL,1,1,1,1,0,0
H16644,DSL,1,0,0,0,0,1
H168237,Fiber Optic,1,0,0,1,1,1
H17041,Fiber Optic,1,0,0,1,0,0
H171672,DSL,1,1,0,0,0,0
H17292,None,1,1,0,0,0,0
H173763,Fiber Optic,1,1,0,0,0,1
H174467,Fiber Optic,1,0,1,0,1,1
H175210,DSL,1,0,0,0,0,1
H176781,DSL,0,0,1,1,1,1
H179945,None,1,1,1,0,0,0
H18222,DSL,1,1,1,1,0,0
H183654,Fiber Optic,1,1,0,1,0,0
H185700,None,1,1,1,0,1,1
H187434,None,1,1,1,1,0,1
H199029,DSL,1,0,0,0,1,1
H19974,Fiber Optic,0,0,0,1,1,1
H20147,DSL,1,0,1,1,0,1
H202571,None,1,1,0,1,1,1
H203149,DSL,1,1,1,0,0,0
H203586,None,1,0,0,1,0,0
H203700,Fiber Optic,1,1,0,0,1,0
H215697,DSL,1,1,0,1,0,0
H220280,DSL,1,0,1,1,0,1
H220560,Fiber Optic,1,1,0,0,1,1
H220719,DSL,1,0,0,0,1,0
H221146,DSL,1,1,1,1,1,0
H227023,DSL,1,0,0,0,0,0
H228822,Fiber Optic,1,0,0,0,0,1
H232921,DSL,1,1,1,1,1,0
H233450,DSL,1,1,1,1,0,0
H245198,Fiber Optic,1,0,0,0,0,1
H247341,Fiber Optic,1,0,0,0,1,1
H247640,Fiber Optic,1,0,1,0,0,0
H24863,DSL,1,1,0,0,0,0
H248782,DSL,1,0,1,1,0,0
H251041,Fiber Optic,1,1,0,1,0,0
H251318,DSL,1,1,0,0,1,1
H251472,Fiber Optic,1,0,1,0,0,1
H262649,None,1,0,0,1,0,1
H263050,DSL,1,0,0,0,0,0
H266236,Fiber Optic,1,0,0,1,1,0
H268652,Fiber Optic,1,1,0,1,0,1
H269415,Fiber Optic,1,0,0,0,0,0
H279354,Fiber Optic,1,1,0,0,1,0
H283133,DSL,1,0,0,0,1,0
H286080,DSL,1,0,0,0,0,0
H289305,DSL,1,1,0,0,0,1
H289802,Fiber Optic,1,1,1,0,0,0
H292733,Fiber Optic,1,1,0,0,1,0
H294328,DSL,1,0,1,0,1,1
H297976,Fiber Optic,0,0,1,0,1,1
H298416,DSL,1,0,0,0,0,0
H300268,DSL,1,0,0,1,0,0
H304203,DSL,1,1,0,0,0,1
H305043,DSL,1,1,0,1,0,0
H306057,DSL,1,1,1,0,1,0
H307794,DSL,1,0,1,0,1,0
H309760,Fiber Optic,1,1,1,1,0,1
H313345,DSL,1,0,0,0,0,1
H314025,Fiber Optic,1,1,0,0,1,0
H315719,DSL,1,1,0,0,0,1
H315988,DSL,1,0,1,1,1,0
H316557,Fiber Optic,1,1,0,0,1,1
H319659,Fiber Optic,1,0,1,0,0,1
H326789,Fiber Optic,1,1,1,0,1,1
H329436,DSL,1,0,0,0,1,0
H330611,DSL,1,1,0,0,1,0
H33347,Fiber Optic,1,1,1,0,0,0
H337960,DSL,1,0,0,1,1,1
H338128,Fiber Optic,1,0,1,0,0,0
H339217,DSL,0,1,1,1,0,0
H339301,DSL,1,1,1,0,0,0
H343519,Fiber Optic,1,1,0,0,0,0
H350868,Fiber Optic,1,0,1,0,0,0
H35497,DSL,0,1,0,0,1,1
H35820,DSL,0,0,0,0,0,1
H358470,Fiber Optic,1,1,0,0,1,0
H361743,Fiber Optic,1,0,0,0,1,0
H365334,Fiber Optic,1,1,1,1,1,0
H368014,None,1,1,0,0,0,0
H368190,Fiber Optic,1,0,0,0,0,0
H372061,Fiber Optic,1,0,0,1,0,0
H374449,None,1,0,1,0,1,1
H375394,DSL,1,1,0,1,0,1
H378177,None,1,0,0,0,1,1
H378203,Fiber Optic,1,1,1,1,0,0
H380138,None,1,0,0,0,1,1
H382978,Fiber Optic,0,0,1,0,1,1
H383527,Fiber Optic,1,0,0,0,0,0
H385829,None,1,1,1,0,0,0
H385873,Fiber Optic,1,1,0,1,1,0
H391200,None,1,0,0,0,0,0
H393650,DSL,0,1,0,0,0,0
H396745,Fiber Optic,1,0,1,1,1,0
H399454,DSL,1,1,1,1,0,1
H400324,DSL,0,0,0,1,0,0
H401803,Fiber Optic,1,0,0,0,0,0
H403456,None,1,0,0,1,0,1
H404111,Fiber Optic,1,1,1,1,1,0
H406692,Fiber Optic,1,1,0,0,0,0
H409478,None,1,0,1,0,0,0
H411705,Fiber Optic,0,1,1,0,0,0
H413751,Fiber Optic,1,0,1,0,1,1
H416650,None,1,0,1,1,0,0
H418550,DSL,1,1,1,1,0,1
H419829,Fiber Optic,1,0,0,0,0,0
H419978,Fiber Optic,1,0,0,0,1,1
H421614,DSL,1,0,1,0,1,0
H42526,Fiber Optic,1,1,0,1,1,0
H425994,Fiber Optic,1,0,0,0,0,0
H427572,DSL,1,1,0,0,0,1
H429618,Fiber Optic,1,0,1,1,1,0
H433038,Fiber Optic,1,0,1,1,0,1
H433120,DSL,1,1,0,0,0,0
H441282,Fiber Optic,1,1,1,0,1,1
H445914,Fiber Optic,1,0,1,0,0,1
H44622,DSL,1,1,1,0,1,1
H44900,DSL,1,0,0,1,1,1
H450608,DSL,1,0,1,0,0,1
H452286,Fiber Optic,1,1,1,0,1,1
H455492,DSL,1,1,0,0,0,0
H457208,Fiber Optic,0,1,0,1,0,1
H463610,DSL,1,1,0,1,0,0
H465886,Fiber Optic,0,1,0,0,1,0
H466889,DSL,1,1,0,1,0,1
H466983,DSL,1,1,0,0,0,0
H468406,DSL,1,0,0,1,0,0
H471461,Fiber Optic,1,0,1,1,0,1
H472673,DSL,1,1,0,1,0,1
H478829,DSL,1,0,1,1,1,0
H482032,Fiber Optic,1,0,0,1,0,0
H483436,Fiber Optic,1,0,0,1,1,0
H483940,DSL,1,0,0,1,0,1
H490984,DSL,1,1,1,0,1,0
H497688,DSL,1,0,1,1,0,1
H500107,Fiber Optic,1,0,0,0,0,1
H508349,DSL,0,0,0,0,0,0
H509049,Fiber Optic,1,0,1,1,1,0
H510824,Fiber Optic,1,0,0,1,1,0
H511997,Fiber Optic,1,0,1,1,0,0
H513187,Fiber Optic,1,0,0,1,0,0
H515536,None,1,0,0,1,0,0
H51608,Fiber Optic,1,1,0,0,0,0
H518825,None,1,0,0,0,0,0
H523291,DSL,1,0,0,0,0,0
H523864,DSL,1,0,0,0,1,1
H525851,None,1,1,0,0,0,0
H528993,None,1,0,1,1,0,0
H529435,DSL,1,0,0,0,0,1
H530265,Fiber Optic,1,1,0,1,0,1
H53122,None,1,1,0,1,0,0
H532086,DSL,1,0,0,1,0,0
H536623,Fiber Optic,1,0,0,0,0,1
H540729,Fiber Optic,1,1,1,0,0,1
H544748,DSL,1,0,1,1,0,0
H545752,None,1,1,0,1,1,1
H548788,None,1,0,0,1,1,0
H549933,DSL,1,0,0,0,0,0
H550709,Fiber Optic,1,0,1,1,1,1
H551955,Fiber Optic,1,0,0,1,1,0
H553856,Fiber Optic,0,1,0,0,0,0
H557046,DSL,1,1,0,1,0,0
H557601,Fiber Optic,1,1,0,0,0,1
H558630,DSL,1,1,0,1,0,0
H566885,None,1,0,1,1,1,0
H568978,DSL,1,1,1,1,0,1
H572770,Fiber Optic,1,0,1,0,0,0
H572927,None,1,1,0,0,0,1
H575679,Fiber Optic,1,1,0,1,1,1
H576124,Fiber Optic,1,1,0,1,1,1
H581110,DSL,1,1,0,0,1,0
H584520,Fiber Optic,1,0,0,0,1,0
H588870,DSL,1,0,1,1,1,0
H593898,None,1,1,1,0,0,1
H604389,Fiber Optic,1,0,0,1,1,1
H609180,None,1,1,1,0,0,1
H61682,Fiber Optic,1,1,1,0,1,1
H619362,None,1,1,0,0,0,0
H620090,DSL,0,0,0,1,1,0
H620644,DSL,0,1,0,1,1,1
H621471,DSL,1,0,0,0,1,0
H623733,DSL,1,1,0,1,1,1
H624630,Fiber Optic,1,0,0,0,1,0
H626146,Fiber Optic,1,1,1,1,0,0
H628307,Fiber Optic,1,0,0,1,1,0
H630459,DSL,1,1,0,0,1,1
H632227,Fiber Optic,0,1,1,0,1,1
H633094,Fiber Optic,0,0,0,1,0,0
H634047,DSL,1,0,0,0,1,0
H63433,DSL,1,0,1,0,0,0
H634606,Fiber Optic,1,1,0,1,1,0
H63784,Fiber Optic,1,1,1,0,1,1
H63833,Fiber Optic,1,0,0,1,1,0
H645568,None,1,1,1,0,1,0
H646152,None,1,0,0,1,0,0
H652696,Fiber Optic,1,1,1,1,1,1
H654233,None,1,1,0,1,1,0
H658358,DSL,0,0,0,0,1,0
H659207,Fiber Optic,1,0,0,1,0,1
H662697,None,1,0,0,0,1,1
H66365,DSL,1,0,1,1,0,0
H664759,DSL,1,1,1,0,0,0
H669815,Fiber Optic,1,1,0,0,1,0
H671131,Fiber Optic,1,1,0,0,0,1
H672869,Fiber Optic,1,0,1,1,1,0
H673597,Fiber Optic,1,0,0,0,1,1
H674623,DSL,1,0,1,0,0,0
H676214,DSL,1,0,0,0,0,1
H677214,Fiber Optic,1,0,0,0,0,1
H68068,DSL,0,1,0,1,0,1
H681000,Fiber Optic,1,1,0,1,0,0
H682238,Fiber Optic,1,1,1,1,1,1
H682549,DSL,1,1,0,1,0,0
H682725,None,1,0,0,1,0,1
H683813,Fiber Optic,1,0,0,0,1,1
H683825,DSL,1,1,0,0,1,0
H685776,DSL,1,0,0,0,0,1
H686071,Fiber Optic,0,1,0,1,1,1
H686155,Fiber Optic,1,0,0,0,0,0
H687284,Fiber Optic,1,0,0,1,1,0
H690253,DSL,1,1,1,0,1,0
H691053,Fiber Optic,0,1,1,0,1,0
H696459,DSL,0,1,0,0,1,0
H69857,Fiber Optic,1,0,0,1,1,0
H699311,Fiber Optic,1,0,1,1,0,0
H700435,DSL,1,0,1,0,1,1
H707643,Fiber Optic,1,1,0,1,0,1
H710167,None,1,1,0,0,1,0
H710205,DSL,1,0,0,1,0,1
H712105,None,0,1,0,1,1,1
H714009,DSL,1,0,0,1,1,0
H714912,None,1,0,0,0,0,1
H715023,DSL,1,0,0,0,1,0
H716635,Fiber Optic,1,0,1,1,1,0
H719093,Fiber Optic,1,0,0,1,1,0
H722182,Fiber Optic,1,0,0,1,0,1
H722651,Fiber Optic,1,1,0,1,0,0
H726356,DSL,1,0,0,1,1,0
H728463,None,1,0,0,0,0,0
H738053,Fiber Optic,1,1,0,0,1,1
H73808,Fiber Optic,1,0,1,0,1,0
H738392,Fiber Optic,1,0,1,0,1,1
H74346,None,1,1,1,1,1,0
H746210,None,1,0,0,0,0,0
H750197,Fiber Optic,1,1,0,0,0,1
H750600,Fiber Optic,1,0,0,1,0,0
H75117,Fiber Optic,1,0,0,0,1,0
H751283,None,1,1,0,1,0,1
H752457,Fiber Optic,1,0,0,0,1,0
H755540,Fiber Optic,1,0,1,0,0,0
H756625,Fiber Optic,1,0,0,0,0,0
H757186,Fiber Optic,1,0,1,0,1,0
H758978,Fiber Optic,0,0,1,0,0,0
H759440,Fiber Optic,0,0,1,1,0,1
H759983,DSL,1,0,0,1,1,0
H765008,DSL,0,0,0,0,0,0
H772847,Fiber Optic,1,0,0,1,1,0
H77300,Fiber Optic,1,1,1,0,0,0
H773130,DSL,1,0,0,1,0,0
H773370,Fiber Optic,0,0,0,1,0,0
H773690,DSL,1,0,0,0,0,1
H774850,DSL,1,0,0,1,0,0
H775532,None,1,1,0,0,0,1
H776847,DSL,1,0,1,0,0,0
H781916,Fiber Optic,0,0,0,0,1,0
H782363,None,1,1,1,0,0,0
H787644,Fiber Optic,1,0,0,1,0,0
H788828,Fiber Optic,1,1,0,0,0,0
H790658,Fiber Optic,1,0,1,1,1,1
H793758,Fiber Optic,1,0,0,0,1,1
H793835,None,1,1,1,1,1,0
H794689,DSL,0,0,0,0,0,0
H797612,Fiber Optic,1,0,0,0,1,1
H799114,Fiber Optic,1,1,0,1,0,0
H802073,Fiber Optic,1,0,0,1,1,1
H802305,None,1,1,0,1,1,1
H802855,DSL,1,0,1,0,0,1
H810717,Fiber Optic,1,0,1,1,1,0
H813222,Fiber Optic,1,1,0,1,1,1
H813478,Fiber Optic,1,1,1,1,0,0
H813670,None,1,0,0,0,0,0
H820683,Fiber Optic,1,0,0,1,0,0
H825036,None,1,1,0,1,0,0
H825420,DSL,1,0,0,1,1,0
H825808,Fiber Optic,1,0,0,1,0,1
H832557,DSL,1,0,0,1,1,1
H838222,Fiber Optic,1,0,0,1,0,1
H839237,None,1,0,0,0,0,0
H840567,DSL,1,0,0,0,1,0
H841746,Fiber Optic,1,1,0,0,0,0
H842993,Fiber Optic,1,0,0,0,1,0
H843808,Fiber Optic,1,0,1,1,0,1
H849889,DSL,1,1,0,0,0,1
H850011,DSL,1,1,0,0,0,0
H856152,DSL,1,0,1,0,1,1
H858502,None,0,1,0,0,0,0
H866338,None,1,1,0,0,1,0
H866755,Fiber Optic,1,0,0,0,1,0
H870936,None,1,0,0,1,1,1
H873603,Fiber Optic,1,0,0,1,1,1
H875358,Fiber Optic,1,1,1,0,0,0
H878507,None,1,0,0,0,0,0
H879719,DSL,1,0,0,1,1,1
H88477,DSL,1,1,0,1,0,1
H885464,None,0,0,1,1,0,1
H88746,Fiber Optic,1,1,0,0,0,1
H887808,Fiber Optic,0,0,1,1,1,0
H888082,Fiber Optic,1,1,0,0,1,0
H899138,Fiber Optic,1,0,0,0,1,0
H89950,DSL,1,0,0,1,1,0
H901574,Fiber Optic,1,1,0,1,0,0
H906651,DSL,1,0,0,0,1,0
H906819,DSL,1,1,0,0,1,1
H906834,Fiber Optic,1,1,0,1,0,1
H908247,Fiber Optic,1,0,0,0,0,0
H909511,Fiber Optic,1,1,0,0,0,0
H911954,None,1,0,1,1,1,0
H916308,None,0,1,1,0,1,0
H927567,Fiber Optic,1,1,0,0,0,0
H928939,Fiber Optic,1,0,1,1,0,0
H931262,Fiber Optic,1,0,1,1,1,0
H932507,Fiber Optic,1,0,0,0,1,0
H932939,Fiber Optic,1,1,1,0,1,1
H93869,Fiber Optic,1,1,1,1,0,0
H940380,Fiber Optic,0,0,1,1,1,0
H941657,DSL,1,0,0,1,0,0
H941836,Fiber Optic,1,0,0,1,0,0
H942511,None,1,1,0,0,1,1
H943500,DSL,1,0,0,0,0,0
H948218,Fiber Optic,1,1,1,1,0,1
H948553,None,1,0,0,1,1,0
H951971,None,1,0,0,1,0,0
H956759,Fiber Optic,1,1,1,1,1,1
H958211,None,1,1,1,1,0,0
H958808,Fiber Optic,1,1,1,1,1,1
H960808,DSL,0,0,1,0,1,1
H962925,None,1,0,1,1,0,0
H969768,DSL,1,0,0,1,0,0
H969956,DSL,1,1,0,1,0,0
H973126,Fiber Optic,1,1,0,0,0,0
H974723,DSL,1,1,0,1,0,0
H97664,None,1,0,0,0,1,0
H977315,None,1,0,0,0,1,0
H978429,DSL,1,1,0,0,0,0
H978832,Fiber Optic,1,1,0,1,0,0
H980247,Fiber Optic,1,0,0,1,1,0
H982084,DSL,1,1,0,0,1,0
H983119,Fiber Optic,1,0,0,0,0,0
H984949,DSL,1,1,0,1,0,1
H988583,Fiber Optic,1,1,0,1,0,0
H990431,Fiber Optic,1,1,0,0,1,1
H991225,DSL,1,1,1,0,1,1
H994034,Fiber Optic,1,1,0,0,1,0
H994676,Fiber Optic,1,1,0,1,1,1
H995944,Fiber Optic,0,1,0,0,0,0
H998951,None,1,0,0,1,0,0
H999115,Fiber Optic,1,0,1,0,1,1
H99919,None,1,0,0,0,1,0
I01524,DSL,1,0,0,0,0,0
I04614,DSL,1,1,0,1,0,0
I08065,DSL,1,1,1,0,0,0
I09844,Fiber Optic,1,1,0,1,1,1
I100591,Fiber Optic,1,0,0,1,1,0
I101991,None,0,0,1,1,1,0
I10685,DSL,1,0,0,1,1,1
I109477,DSL,1,0,0,0,0,0
I110210,Fiber Optic,1,1,0,0,0,0
I110420,DSL,1,0,0,0,1,0
I114622,Fiber Optic,1,1,0,1,0,1
I116479,DSL,1,1,1,0,0,0
I117884,DSL,1,1,1,1,1,0
I117898,Fiber Optic,1,1,0,0,1,1
I119198,Fiber Optic,1,1,0,1,1,1
I119237,DSL,1,1,0,0,0,1
I12222,DSL,1,0,1,1,1,0
I123452,Fiber Optic,1,0,0,0,0,0
I123852,Fiber Optic,1,1,0,0,0,1
I124834,Fiber Optic,1,1,0,0,0,1
I124986,None,1,1,0,0,1,1
I125070,None,1,1,0,0,1,0
I12585,DSL,1,1,0,1,1,0
I132993,Fiber Optic,1,1,0,1,1,1
I133946,Fiber Optic,1,1,1,0,0,0
I134073,Fiber Optic,1,0,0,0,1,0
I136611,None,1,1,0,0,1,1
I137232,DSL,1,0,1,1,0,0
I138940,DSL,1,0,0,1,0,1
I139641,None,1,0,1,1,0,1
I139966,Fiber Optic,1,0,0,1,0,1
I140648,None,1,0,1,0,0,0
I142610,DSL,1,1,1,0,1,1
I149456,DSL,0,0,1,0,0,1
I151500,DSL,1,0,0,0,1,0
I156558,Fiber Optic,1,0,0,0,1,0
I161979,DSL,1,1,0,0,1,0
I164804,None,1,0,0,1,0,1
I165667,Fiber Optic,1,1,0,0,0,0
I167253,DSL,1,0,1,1,0,0
I169568,DSL,0,0,1,0,1,0
I169796,None,1,0,0,0,1,1
I172741,DSL,1,1,1,1,0,1
I173343,DSL,1,0,0,0,0,1
I175937,None,1,1,1,1,0,0
I182227,DSL,1,0,0,0,1,1
I185824,Fiber Optic,1,1,1,0,1,0
I188476,Fiber Optic,1,0,0,0,0,1
I190323,DSL,1,0,0,0,0,0
I196323,Fiber Optic,1,0,0,1,0,0
I203958,DSL,1,1,1,1,1,0
I20636,Fiber Optic,1,1,1,0,0,1
I208078,Fiber Optic,1,1,1,0,1,0
I20900,Fiber Optic,0,1,1,1,0,0
I212572,Fiber Optic,1,0,0,0,0,0
I220296,DSL,1,0,1,0,1,0
I226062,DSL,0,1,0,1,0,0
I229526,Fiber Optic,0,1,0,0,1,1
I236091,DSL,1,1,0,1,0,0
I237134,Fiber Optic,1,1,1,0,0,1
I239753,Fiber Optic,1,1,0,1,1,1
I240484,Fiber Optic,1,0,1,1,0,1
I243405,Fiber Optic,1,1,1,1,0,0
I245220,None,1,0,0,1,0,0
I246752,Fiber Optic,1,1,0,1,0,0
I249423,None,1,1,0,1,1,0
I250439,Fiber Optic,1,1,1,1,1,0
I250569,Fiber Optic,1,0,0,0,0,0
I250725,DSL,0,0,0,1,1,1
I251400,Fiber Optic,1,0,1,1,0,0
I257218,DSL,0,1,0,0,1,1
I257652,DSL,0,0,0,1,0,0
I257803,Fiber Optic,1,0,0,1,1,1
I25810,DSL,1,0,0,1,0,1
I258873,DSL,1,0,0,1,1,0
I259451,Fiber Optic,1,0,1,0,0,0
I267902,None,1,0,0,1,0,0
I273757,Fiber Optic,1,1,0,1,1,0
I273760,None,1,1,0,1,1,0
I277938,Fiber Optic,1,1,0,1,1,0
I280791,None,1,0,0,0,1,0
I282896,Fiber Optic,1,0,1,0,1,0
I283315,Fiber Optic,1,0,0,1,1,0
I284196,DSL,1,1,1,1,1,0
I288648,Fiber Optic,1,1,0,0,1,0
I293072,None,1,0,0,1,0,0
I29405,Fiber Optic,1,1,0,0,1,0
I297007,Fiber Optic,1,0,0,1,0,1
I299891,None,1,1,1,0,1,0
